0	0
1	0
2	0
3	1
4	0
5	1
6	1
7	0
8	1
9	1
10	1
11	1
12	0
13	0
14	0
15	0
16	1
17	0
18	1
19	1
20	0
21	0
22	1
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	1
31	1
32	0
33	0
34	1
35	1
36	1
37	0
38	0
39	1
40	0
41	0
42	0
43	1
44	1
45	1
46	1
47	0
48	0
49	0
50	1
51	0
52	0
53	1
54	0
55	0
56	0
57	0
58	0
59	1
60	1
61	0
62	0
63	0
64	1
65	1
66	0
67	1
68	0
69	1
70	1
71	1
72	0
73	0
74	0
75	0
76	0
77	1
78	0
79	1
80	0
81	0
82	0
83	1
84	0
85	1
86	1
87	1
88	0
89	0
90	0
91	0
92	1
93	0
94	0
95	1
96	0
97	0
98	0
99	1
100	0
101	0
102	0
103	0
104	1
105	0
106	0
107	0
108	0
109	0
110	1
111	0
112	1
113	0
114	1
115	0
116	0
117	0
118	0
119	0
120	1
121	1
122	0
123	1
124	0
125	0
126	0
127	1
128	0
129	0
130	0
131	0
132	0
133	0
134	1
135	0
136	1
137	0
138	1
139	0
140	0
141	0
142	1
143	0
144	1
145	0
146	1
147	0
148	1
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	1
157	0
158	0
159	0
160	0
161	1
162	1
163	0
164	1
165	0
166	0
167	0
168	1
169	1
170	0
171	1
172	0
173	0
174	1
175	0
176	0
177	0
178	1
179	0
180	1
181	1
182	1
183	0
184	0
185	0
186	0
187	0
188	1
189	0
190	0
191	0
192	0
193	0
194	1
195	0
196	1
197	0
198	1
199	1
200	1
201	0
202	0
203	1
204	0
205	0
206	1
207	1
208	0
209	1
210	0
211	0
212	0
213	0
214	1
215	1
216	1
217	1
218	1
219	0
220	0
221	1
222	0
223	0
224	0
225	1
226	0
227	1
228	0
229	0
230	0
231	0
232	1
233	1
234	1
235	0
236	1
237	1
238	1
239	0
240	0
241	0
242	1
243	0
244	0
245	0
246	1
247	0
248	0
249	0
250	1
251	1
252	0
253	1
254	0
255	0
256	0
257	1
258	1
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	1
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	1
287	1
288	0
289	1
290	1
291	0
292	0
293	0
294	1
295	0
296	0
297	0
298	1
299	0
300	1
301	1
302	0
303	1
304	1
305	0
306	1
307	0
308	0
309	0
310	0
311	1
312	1
313	0
314	0
315	1
316	0
317	1
318	0
319	1
320	1
321	0
322	0
323	0
324	1
325	0
326	0
327	0
328	0
329	0
330	1
331	0
332	0
333	0
334	1
335	0
336	1
337	0
338	1
339	0
340	0
341	0
342	0
343	0
344	0
345	1
346	1
347	0
348	0
349	1
350	1
351	0
352	1
353	0
354	0
355	0
356	0
357	1
358	0
359	0
360	0
361	1
362	0
363	1
364	0
365	0
366	1
367	1
368	0
369	0
370	1
371	0
372	0
373	1
374	0
375	1
376	1
377	0
378	1
379	0
380	0
381	0
382	0
383	0
384	0
385	1
386	1
387	0
388	1
389	1
390	1
391	0
392	0
393	0
394	0
395	0
396	1
397	0
398	0
399	0
400	1
401	0
402	1
403	0
404	0
405	0
406	0
407	0
408	1
409	1
410	0
411	1
412	0
413	1
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	1
426	0
427	0
428	1
429	0
430	1
431	1
432	0
433	0
434	1
435	0
436	1
437	0
438	0
439	0
440	0
441	1
442	1
443	0
444	0
445	0
446	1
447	0
448	1
449	0
450	1
451	1
452	0
453	0
454	0
455	0
456	0
457	0
458	1
459	0
460	0
461	0
462	0
463	0
464	1
465	0
466	1
467	1
468	1
469	1
470	0
471	0
472	0
473	0
474	0
475	1
476	0
477	1
478	0
479	1
480	0
481	1
482	0
483	1
484	1
485	1
486	1
487	0
488	0
489	1
490	0
491	0
492	0
493	1
494	0
495	1
496	0
497	0
498	1
499	1
500	1
501	0
502	1
503	1
504	1
505	0
506	1
507	1
508	1
509	0
510	1
511	1
512	0
513	0
514	0
515	1
516	0
517	0
518	1
519	1
520	0
521	0
522	0
523	1
524	1
525	0
526	0
527	0
528	1
529	0
530	0
531	1
532	1
533	0
